Transaction_ID,Department,Transaction_Amount,Audit_Flag
209,Finance,12396.74957,0
210,Finance,1825.834624,0
211,Operations,12825.68053,0
212,Sales,100,0
213,Sales,100,0
214,HR,4518.91089,0
215,Sales,724.6371924,0
216,HR,4365.667059,0
217,IT,911.7665328,0
218,Sales,7459.104726,0
219,Operations,831.4525165,0
220,Marketing,322.2729668,0
221,Sales,4063.371547,0
222,Operations,854.7418007,0
223,Finance,1757.143855,0
224,IT,2163.007203,0
225,HR,1887.014045,0
226,HR,2066.035699,0
227,Procurement,6135.058984,0
228,IT,8892.668733,0
229,Marketing,458.5364345,0
230,Operations,5116.551994,0
231,Sales,4918.21929,0
232,Operations,3887.946315,0
233,Operations,6600.574726,0
234,Operations,6309.489559,0
235,Finance,451.7668941,0
236,Sales,100,1
237,HR,4066.730918,0
238,Finance,6622.047587,0
239,Operations,100,0
240,Finance,2988.933934,1
241,Procurement,18063.65424,0
242,Procurement,1261.665858,0
243,Procurement,592.2314915,0
244,IT,11105.69755,0
245,Finance,8485.171891,0
246,Procurement,4311.830825,0
247,IT,9247.966459,0
248,Procurement,13318.26945,0
249,Procurement,3579.710424,0
250,Marketing,2105.218091,0
251,HR,3373.720987,0
252,IT,15923.31913,1
253,Marketing,4964.011224,0
254,IT,100,0
255,Finance,11789.91336,0
256,Operations,2503.014133,1
257,Procurement,720.3550122,0
258,Sales,1917.474001,0
259,Operations,3571.144832,0
260,Finance,8984.528936,0
261,Operations,857.3291255,0
262,Procurement,10512.52067,0
263,Finance,5660.225256,0
264,Operations,236.7301497,0
265,Marketing,14313.94305,0
266,Sales,9579.128213,0
267,Sales,5210.348331,0
268,Sales,4614.148311,0
269,IT,8248.228427,0
270,HR,1591.335945,0
271,Marketing,100,0
272,Marketing,3218.687401,0
273,Marketing,2293.113821,0
274,Procurement,6003.403953,0
275,Operations,2248.247821,0
276,Operations,3532.873568,0
277,Sales,4108.91431,0
278,Operations,5079.461791,1
279,Sales,15574.81942,1
280,Sales,1595.309861,0
281,Marketing,15683.18294,0
282,IT,3914.499875,0
283,IT,983.501714,0
284,Finance,11368.43154,0
285,Operations,3192.016966,0
286,Finance,3531.184173,1
287,Operations,21701.32236,0
288,Operations,1521.822082,0
289,HR,1873.150225,0
290,Operations,8266.145143,0
291,Finance,2863.313348,0
292,Finance,198.4929332,0
293,Marketing,100,0
294,IT,292.6941596,0
295,Finance,7662.255287,0
296,Operations,2718.290258,0
297,Sales,4440.271354,0
298,HR,8810.399447,0
299,Operations,7209.095524,0
300,Finance,296.7032385,1
301,Finance,100,0
302,Operations,2526.509327,0
303,Operations,6094.35774,0
304,Operations,9585.913345,0
305,Sales,2038.677895,1
306,Procurement,2941.139722,0
307,Operations,4465.249927,0
308,IT,100,0
309,Sales,8765.215936,0
310,HR,11904.76273,0
311,IT,3291.871103,0
312,Finance,6056.548992,0
313,Finance,11506.07928,1
314,Procurement,14402.01746,0
315,Marketing,2542.869002,0
316,Sales,3494.67673,1
317,IT,4604.416034,0
318,Finance,11860.44083,0
319,Finance,329.0460009,0
320,HR,1670.117511,0
321,Operations,100,0
322,Sales,3569.551492,0
323,Sales,3684.954552,0
324,HR,34496.68784,0
325,Procurement,2124.725169,0
326,Sales,3360.735803,0
327,Operations,100,0
328,Operations,5210.71997,0
329,IT,2402.049584,0
330,HR,5041.711089,0
331,IT,1510.135793,0
332,Sales,100,0
333,Finance,100,0
334,Finance,648.4577915,0
335,Finance,19101.98162,0
336,Finance,16052.16263,0
337,Marketing,3867.080492,0
338,Sales,2255.697358,0
339,Operations,15249.04513,1
340,Finance,100,1
341,Operations,8747.325962,0
342,Operations,14797.51401,0
343,Finance,131.0953225,0
344,IT,3557.575825,0
345,IT,14778.32717,0
346,Operations,1156.767103,1
347,Operations,111.482826,1
348,Finance,689.8975325,1
349,IT,9743.438816,0
350,Operations,7256.069296,0
351,Operations,5786.856191,0
352,Marketing,24819.7102,0
353,Sales,100,0
354,Finance,1812.89639,0
355,Finance,4040.47896,0
356,Operations,5456.051961,0
357,Finance,3169.979891,0
358,Operations,19419.74619,0
359,Procurement,8951.078448,0
360,Operations,3986.718625,0
361,IT,3584.910918,0
362,Operations,4725.798003,0
363,Operations,3545.597775,0
364,Operations,5764.052198,0
365,Procurement,100,0
366,IT,22779.63908,0
367,Procurement,6398.241351,0
368,Procurement,182.4659998,1
369,Finance,5893.942632,0
370,Finance,2519.856917,0
371,Finance,100,0
372,Finance,4246.178458,0
373,Finance,1762.183703,0
374,Sales,6834.117324,1
375,Finance,1062.162707,0
376,IT,8655.838819,1
377,Marketing,9215.621783,0
378,Finance,3656.273864,0
379,Marketing,6574.526165,0
380,HR,3632.185874,0
381,Finance,637.1229646,0
382,Sales,6259.939095,0
383,Operations,3124.619712,0
384,Marketing,100,0
385,Sales,3216.689278,0
386,Marketing,5466.693805,0
387,HR,3251.917543,0
388,Finance,15003.95845,0
389,Sales,2966.6348,0
390,Marketing,6142.174401,1
391,Procurement,574.1725937,0
392,IT,8632.011134,0
393,IT,11733.86191,0
394,Sales,8755.447522,1
395,IT,8094.286611,0
396,Procurement,4381.381139,0
397,Marketing,4433.187804,0
398,IT,3816.053204,0
399,Sales,2133.878757,0
400,Sales,12154.60879,0
401,Finance,4306.218919,0
402,Procurement,16056.20204,0
403,Operations,14423.76007,0
404,Marketing,1700.358258,1
405,IT,3801.949767,0
406,Marketing,12891.69087,0
407,IT,14150.98928,0
408,Finance,6753.105561,0
409,Procurement,653.3191431,0
410,Finance,3203.601592,1
411,IT,4014.754487,0
412,Procurement,6994.066262,0
413,Procurement,7152.141901,0
414,Operations,100,0
415,Operations,1980.601754,0
416,IT,3979.416738,0
417,HR,1805.24903,0
418,IT,3577.519777,0
419,Sales,1726.146527,0
420,Sales,947.8727534,0
421,Sales,100,0
422,Sales,100,1
423,Finance,22040.55001,0
424,Operations,5930.465618,0
425,Finance,3072.926197,1
426,Operations,7622.402915,0
427,IT,20153.80486,0
428,Marketing,895.9094504,0
429,IT,5830.265929,0
430,Finance,6043.792541,0
431,Finance,4243.464833,0
432,Sales,2750.544386,1
433,Operations,5948.809323,0
434,Finance,1756.168502,0
435,Finance,6596.228832,0
436,Sales,7503.692027,0
437,Finance,100,1
438,Marketing,6508.121951,1
439,Sales,451.6813796,0
440,Finance,8940.989384,1
441,Finance,3258.761249,0
442,Procurement,1194.760652,0
443,IT,5885.218418,0
444,IT,12660.37053,0
445,Marketing,100,1
446,Procurement,1774.808506,0
447,Procurement,1384.346295,0
448,Sales,5473.146944,0
449,IT,5102.869946,0
450,Finance,3239.544806,0
451,Sales,100,0
452,Operations,250.5431368,0
453,IT,2058.607746,0
454,Procurement,4188.798085,0
455,Finance,10474.40955,0
456,Operations,3137.413982,0
457,Finance,2170.31124,0
458,Operations,698.1356559,0
459,Finance,17615.95407,0
460,Finance,14283.1236,0
461,Finance,9361.097572,0
462,Operations,1897.105001,0
463,Sales,100,0
464,Operations,1033.797434,0
465,Procurement,3306.741752,0
466,IT,4228.672565,0
467,HR,8656.554318,0
468,Marketing,10536.86856,0
469,HR,12570.12986,0
470,Procurement,2700.987605,0
471,Finance,5039.459754,0
472,Procurement,100,0
473,Finance,813.4149759,1
474,Marketing,1164.612047,0
475,Operations,100,0
476,Procurement,2219.56156,0
477,Finance,100,0
478,Operations,4054.158599,0
479,Procurement,8886.733776,0
480,Operations,2274.131494,0
481,Operations,8550.233247,0
482,Sales,2352.805795,0
483,Operations,3141.154492,1
484,Operations,8977.481879,0
485,Operations,6150.096991,0
486,Procurement,18941.37074,1
487,Finance,4535.760152,0
488,HR,6168.932528,1
489,Procurement,3525.458801,0
490,Marketing,9824.511473,0
491,Operations,1641.988213,0
492,Operations,6733.221027,0
493,HR,7348.051977,0
494,Finance,913.7997439,0
495,Operations,1541.644627,0
496,IT,3822.243561,0
497,Operations,6179.899521,0
498,Finance,11328.45564,0
499,Procurement,5564.489394,0
500,Procurement,4919.217394,0
501,Sales,4124.549801,0
502,Operations,2592.586247,0
503,IT,2576.057087,0
504,Marketing,3047.837302,1
505,Sales,4561.748744,0
506,Finance,100,0
507,Procurement,7611.382696,0
508,Marketing,100,0
509,Procurement,238.5699405,0
510,Sales,3036.13449,0
511,Operations,422.2597583,0
512,IT,15150.64156,0
513,Procurement,7997.822089,0
514,Marketing,6670.048416,0
515,Finance,100,0
516,Finance,8068.088989,0
517,IT,8120.643891,0
518,Marketing,7485.89052,0
519,Procurement,100,1
520,Finance,4142.70227,0
521,Operations,9563.175069,0
522,IT,6193.525577,0
523,Procurement,4001.490362,0
524,Marketing,1328.265555,0
525,Marketing,4988.300214,0
526,Operations,109.9004309,0
527,IT,6754.870736,0
528,HR,100,0
529,Finance,100,0
530,Marketing,665.1763004,0
531,Marketing,2409.289044,1
532,Procurement,558.4062998,0
533,Procurement,4608.801471,0
534,Operations,9406.041798,0
535,Sales,315.4733481,0
536,Procurement,851.7707721,0
537,Marketing,1101.553595,0
538,HR,10872.95294,1
539,Operations,3707.62854,0
540,Finance,4169.819622,0
541,Procurement,100,1
542,Operations,8041.607735,0
543,HR,9651.676557,1
544,Sales,6183.611835,0
545,Operations,5294.375579,1
546,IT,100,0
547,Finance,1926.822762,0
548,Sales,4672.042036,0
549,Operations,100,0
550,Sales,1393.698499,0
551,Operations,100,1
552,Marketing,3338.947535,0
553,Operations,12550.58251,0
554,Operations,3463.197068,0
555,Marketing,6805.681736,0
556,IT,7659.738265,0
557,Finance,2611.36014,0
558,Finance,6704.294081,1
559,Sales,100,0
560,Operations,8274.926624,0
561,Sales,584.0499596,0
562,HR,25990.22961,0
563,Finance,2446.357735,0
564,Finance,100,0
565,IT,15321.76809,0
566,Operations,100,0
567,IT,7172.409267,0
568,IT,9263.859501,0
569,Procurement,6633.281863,0
570,IT,17201.62414,0
571,Operations,18414.91187,0
572,Sales,3412.626593,0
573,IT,7308.581838,0
574,Operations,4007.663949,0
575,Marketing,6167.565707,0
576,Procurement,100,0
577,Finance,5556.83691,0
578,Procurement,17119.72265,0
579,Operations,16570.45427,0
580,HR,195.9180771,1
581,Operations,100,0
582,Procurement,2184.423514,0
583,Operations,12580.10462,1
584,IT,3395.220118,0
585,Operations,7042.265395,0
586,HR,1797.742652,1
587,Finance,3617.619939,1
588,Finance,1195.933757,0
589,Finance,14336.45656,0
590,Finance,3676.390566,0
591,Finance,4400.63294,1
592,Operations,1783.429591,1
593,Finance,115.373304,0
594,IT,16869.72209,0
595,Marketing,256.857594,0
596,Operations,4731.807704,0
597,Sales,3265.644141,0
598,Finance,8154.592431,0
599,Finance,1867.232176,0
600,Finance,8410.329669,0
601,Finance,6571.750076,0
602,HR,993.2818322,0
603,Finance,4459.39,0
604,Finance,4802.12813,0
605,Finance,100,0
606,Operations,3941.301577,1
607,HR,12285.829,0
608,IT,9397.990322,0
609,Operations,1779.767696,0
610,Sales,4261.566384,1
611,Finance,406.5835194,0
612,Sales,6724.163779,0
613,Operations,9084.758082,0
614,Finance,2362.154403,0
615,Marketing,1870.260598,1
616,Procurement,9590.2294,0
617,Finance,8628.008066,0
618,HR,3970.016287,0
619,Marketing,2730.333455,0
620,Sales,3326.713684,0
621,Finance,100,1
622,HR,12506.3669,1
623,IT,7598.180289,0
624,Operations,5104.31809,0
625,Operations,100,0
626,IT,7170.163047,0
627,Operations,2233.841589,0
628,Sales,2519.513454,0
629,Finance,5974.298052,0
630,HR,100,0
631,Sales,5302.280287,0
632,Marketing,1481.14664,0
633,Operations,1992.727789,0
634,Operations,3809.093731,0
635,Finance,3550.888989,1
636,IT,1713.323137,0
637,Operations,5708.300878,1
638,HR,12569.04728,0
639,HR,752.4285099,0
640,IT,1543.489856,0
641,Finance,3610.59936,1
642,IT,5835.916247,0
643,HR,610.4124301,1
644,IT,2132.63122,0
645,Finance,4657.562925,0
646,Marketing,5455.064424,0
647,Operations,297.3982168,0
648,Sales,9002.127675,1
649,Sales,4042.664806,0
650,Operations,3723.159165,0
651,Finance,4109.845409,0
652,Operations,4138.547066,0
653,Operations,2206.578779,0
654,Sales,2188.156434,0
655,IT,2559.881897,0
656,Finance,1057.996539,0
657,HR,4933.173043,0
658,IT,14077.41014,0
659,Operations,16260.37234,0
660,Operations,7274.9768,0
661,IT,214.9070995,0
662,Procurement,1977.491298,0
663,Operations,10235.2815,0
664,HR,4739.704799,0
665,Finance,106.4395405,0
666,Finance,7640.483785,0
667,HR,8535.70511,0
668,Finance,10047.621,0
669,Finance,1180.956417,0
670,HR,3437.614949,0
671,Finance,8073.196134,1
672,Marketing,2508.02261,0
673,Finance,5935.238792,0
674,Operations,4314.903179,0
675,IT,15557.25151,0
676,Procurement,981.6227075,0
677,Finance,4367.785786,0
678,IT,100,0
679,Procurement,1716.215801,0
680,Marketing,1829.277418,1
681,Marketing,1689.79725,0
682,HR,2173.408448,0
683,Finance,9077.47459,0
684,Sales,2448.952943,0
685,Procurement,246.9865549,0
686,Operations,8228.060528,0
687,Operations,7200.032128,0
688,HR,7857.035921,0
689,Sales,100,0
690,Finance,4772.522246,1
691,IT,4235.206964,0
692,IT,100,0
693,Operations,9622.767278,0
694,HR,4774.839917,0
695,Finance,6836.964,1
696,Operations,1455.306023,0
697,HR,2098.25337,0
698,Operations,4696.168124,0
699,Finance,18566.82722,0
700,Operations,2419.142768,1
701,Operations,978.1280355,0
702,Finance,664.7568828,0
703,IT,9329.333034,0
704,Finance,2292.020822,0
705,Finance,13569.13567,0
706,Procurement,3819.643343,0
707,IT,8465.270788,0
708,Marketing,4050.729674,0
709,HR,325.8392616,0
710,Sales,10337.46759,0
711,Sales,100,0
712,Operations,18424.89391,1
713,Operations,3452.902853,0
714,IT,14233.91717,0
715,IT,5623.735163,0
716,Procurement,100,1
717,Marketing,100,0
718,Procurement,3263.148297,0
719,Finance,1875.572342,0
720,Sales,3945.642099,0
721,Procurement,100,0
722,Finance,4134.706285,1
723,Finance,7370.439718,0
724,Sales,3143.114816,0
725,Operations,2742.077799,1
726,Marketing,5578.527593,0
727,Finance,419.0820064,0
728,Sales,2435.406968,1
729,HR,2206.508419,0
730,Finance,11498.58872,0
731,Finance,5959.430862,0
732,Marketing,1608.212808,0
733,Sales,8363.791291,0
734,Operations,6146.093366,0
735,IT,3427.783793,0
736,Marketing,3403.568513,0
737,IT,7503.550363,0
738,Marketing,100,0
739,IT,1217.528404,0
740,IT,1807.907531,1
741,Operations,14314.92903,0
742,IT,2673.158337,0
743,Sales,11217.33127,0
744,Operations,24281.84607,0
745,HR,1397.728135,0
746,Marketing,1944.051866,1
747,IT,1202.967474,0
748,Operations,19107.85737,0
749,Procurement,21696.70234,0
750,Operations,3552.233423,0
751,Finance,100,0
752,Procurement,9134.160501,0
753,Operations,1691.71558,0
754,IT,7311.075132,0
755,Finance,13611.03916,0
756,Sales,100,0
757,Operations,4267.983979,0
758,Operations,6107.601995,0
759,Marketing,3015.821584,0
760,Sales,2110.631761,0
761,Finance,11792.04006,0
762,IT,10959.48978,0
763,HR,15722.88074,0
764,Sales,4288.506652,0
765,Finance,9737.248342,0
766,Operations,8405.476851,0
767,Sales,100,1
768,Marketing,100,1
769,IT,2329.787988,0
770,Marketing,13761.07132,0
771,Finance,7256.275035,0
772,Marketing,9522.954342,0
773,Finance,1351.428402,0
774,IT,8741.138016,1
775,Sales,100,0
776,Finance,4156.772197,0
777,HR,5342.556665,0
778,Sales,1681.041644,0
779,Sales,9505.144454,0
780,Operations,100,0
781,Sales,3033.560888,0
782,Operations,2802.709182,0
783,HR,1157.683423,0
784,IT,2230.789025,0
785,Finance,1828.399206,1
786,Procurement,12669.92904,0
787,Operations,100,0
788,IT,11325.30591,0
789,Operations,40769.42411,0
790,Procurement,1481.832133,0
791,Finance,2561.656295,0
792,Operations,5839.759183,0
793,Operations,17887.27943,0
794,Operations,12134.53638,0
795,Finance,3425.445628,0
796,Marketing,9737.852242,1
797,Procurement,5420.690333,1
798,Operations,16157.33937,1
799,Sales,16462.85929,0
800,Procurement,100,1
801,Sales,4963.305677,0
802,Finance,100,0
803,Operations,100,0
804,Operations,9739.270374,0
805,IT,5865.23584,0
806,Sales,1789.94901,0
807,Procurement,2504.061501,0
808,Procurement,20736.7723,0
809,Operations,7796.66878,0
810,Finance,942.2510965,0
811,Procurement,687.1447159,0
812,Marketing,20501.65342,0
813,Finance,6261.900911,1
814,Procurement,996.0394,0
815,Marketing,2578.665002,0
816,Operations,1424.664293,0
817,Operations,1929.936896,0
818,IT,4639.612249,0
819,Finance,14255.39179,0
820,IT,1832.095093,1
821,Marketing,8636.79167,0
822,Finance,3335.938253,0
823,IT,6720.041321,0
824,IT,7221.843461,0
825,Operations,678.9122702,0
826,Procurement,1486.098209,0
827,IT,11386.46846,0
828,IT,2180.174619,0
829,Sales,3069.777684,0
830,Operations,3360.016559,0
831,HR,26993.66541,0
832,Operations,2955.743606,0
833,Finance,9051.297845,0
834,Finance,100,0
835,Operations,4818.982952,0
836,IT,3250.699913,0
837,Procurement,11298.24732,0
838,IT,2167.611535,0
839,Operations,7591.792954,0
840,Operations,2006.72024,0
841,Finance,1198.434838,0
842,Sales,3819.431014,0
843,Finance,753.3875759,0
844,Procurement,1853.745591,0
845,Finance,14441.41324,0
846,IT,100,0
847,Finance,989.5284857,0
848,Procurement,6114.847585,0
849,Operations,100,0
850,Operations,2905.757574,0
851,Finance,2648.860513,0
852,Sales,17143.87399,0
853,HR,10776.75944,0
854,Marketing,9216.755531,0
855,HR,1298.702607,1
856,Finance,9723.528658,0
857,Finance,100,1
858,Operations,631.4458826,0
859,Operations,427.5448008,0
860,Finance,7340.153205,0
861,Sales,4981.296434,0
862,Operations,1058.697807,0
863,Operations,100,0
864,IT,3904.669835,0
865,IT,6201.774423,0
866,Operations,2012.85785,0
867,Finance,8619.188604,0
868,Finance,1701.384781,0
869,Marketing,8491.946438,0
870,Procurement,5998.553171,0
871,IT,433.2257551,0
872,HR,4487.692801,1
873,Operations,3368.621364,0
874,IT,10171.86599,0
875,Finance,5553.751376,0
876,Finance,100,0
877,Sales,9400.796771,0
878,Sales,7816.653693,0
879,Finance,5286.29966,0
880,HR,3003.187508,0
881,HR,100,0
882,Sales,6840.110931,1
883,Finance,4588.719221,0
884,Finance,24853.02949,0
885,Sales,863.5699204,0
886,Finance,3777.060775,0
887,Sales,5430.567764,0
888,HR,11831.75814,0
889,Finance,9426.271644,0
890,HR,1579.195721,1
891,Sales,2112.267572,0
892,Marketing,3564.489379,0
893,Marketing,3516.44744,0
894,IT,516.2406039,0
895,Sales,800.3045403,0
896,HR,100,0
897,HR,11288.06581,1
898,Marketing,3838.212419,0
899,Finance,17722.74364,0
900,Finance,6183.148881,0
901,HR,3360.355956,0
902,Finance,1607.295244,0
903,Finance,1686.021161,0
904,Operations,3626.792241,0
905,IT,1322.400217,0
906,Marketing,848.8144528,0
907,Marketing,1227.079871,0
908,IT,7465.673438,0
909,HR,2219.76,0
910,IT,2433.634718,0
911,Operations,2895.684182,0
912,HR,13719.72874,0
913,Operations,6366.380664,0
914,IT,4085.604129,0
915,Operations,4267.242716,0
916,IT,571.3327516,0
917,HR,20322.38152,0
918,Procurement,5651.755377,0
919,Sales,2649.372891,0
920,Finance,4942.083759,0
921,Marketing,1341.414708,0
922,Operations,19568.45571,0
923,Marketing,1490.884375,0
924,Sales,3923.054149,0
925,IT,3175.411813,0
926,Finance,3589.073503,1
927,HR,5336.087161,0
928,Operations,6267.092066,0
929,Operations,5798.856765,0
930,HR,8659.782426,0
931,Finance,100,0
932,Marketing,797.0514434,0
933,Procurement,453.6539286,0
934,Operations,24007.25961,0
935,Finance,3879.49323,0
936,HR,6557.041175,0
937,Finance,4679.62877,0
938,Procurement,100,0
939,Finance,4205.964241,0
940,Operations,2835.676683,0
941,HR,1234.387846,0
942,Operations,2774.18683,0
943,Sales,100,0
944,Marketing,10001.87311,0
945,HR,17720.34581,0
946,Finance,606.4917675,0
947,Finance,1378.765437,0
948,Procurement,278.5075244,0
949,Marketing,4702.18757,0
950,Operations,10065.60122,0
951,Operations,4530.81618,1
952,Sales,100,0
953,Finance,4474.970684,0
954,Procurement,785.8705168,0
955,IT,100,0
956,IT,3545.2168,0
957,Operations,2263.202965,0
958,Finance,2565.265052,0
959,Finance,4136.110831,0
960,Sales,4698.559475,0
961,Finance,3148.967373,0
962,Operations,14972.62328,0
963,HR,1756.640251,0
964,IT,4074.166654,0
965,HR,4249.835938,0
966,IT,13934.83865,1
967,Sales,12472.83931,0
968,HR,100,1
969,Operations,13872.15613,0
970,Operations,5997.922949,0
971,Sales,9950.46545,0
972,Procurement,1285.105545,0
973,Sales,4640.522348,0
974,HR,8888.677652,0
975,Finance,2633.074582,0
976,HR,14543.84126,0
977,Operations,100,0
978,Finance,100,0
979,Operations,4989.502829,0
980,Operations,2990.724043,0
981,IT,867.4109898,0
982,Sales,100,0
983,Finance,18102.73687,0
984,Finance,100,0
985,Sales,4247.918236,0
986,Operations,928.5041378,0
987,Sales,4860.969627,0
988,IT,13204.10377,0
989,HR,5345.70815,0
990,Marketing,8121.513781,0
991,Sales,100,0
992,Sales,4966.331815,0
993,HR,1205.223369,0
994,Operations,1303.638324,0
995,IT,100,1
996,Finance,9858.267797,0
997,Procurement,4558.730013,0
998,Finance,7853.001249,1
999,Procurement,1205.735037,0
1000,IT,2055.643137,1
1001,Finance,4991.129073,0
1002,Operations,1374.382154,0
1003,Marketing,8340.820878,0
1004,Sales,5068.692667,0
1005,Marketing,100,0
1006,Sales,14864.30357,0
1007,Sales,5121.061048,0
1008,Marketing,100,0
1009,HR,6058.19744,0
1010,Operations,2828.754286,0
1011,HR,6381.101752,1
1012,Procurement,6873.200336,0
1013,Procurement,18857.59421,0
1014,Finance,4048.538673,0
1015,Sales,2728.741855,0
1016,Procurement,7868.596554,0
1017,Finance,4236.489016,0
1018,Operations,2942.949797,0
1019,Procurement,520.6580808,0
1020,Finance,2120.506472,0
1021,Sales,6072.916588,0
1022,HR,10381.84661,0
1023,Procurement,7519.549491,0
1024,Procurement,274.7844496,0
1025,Procurement,100,0
1026,Operations,2809.482385,0
1027,Marketing,7685.278151,0
1028,Marketing,100,1
1029,IT,4356.095631,0
1030,Marketing,786.9318101,0
1031,Finance,4146.695737,0
